"BehaviorSpace results (NetLogo 7.0.4)","Table version 2.0"
"traffic-simulation.nlogox"
"StressTest_Semaforo_Pare"
"09/09/2026 20:10:46:584 +0200"
"min-pxcor","max-pxcor","min-pycor","max-pycor"
"-16","16","-16","16"
"[run number]","method","slowness","red-spawn","blue-spawn","[step]","fluxo-vermelhos","fluxo-azuis","tempo-total-vermelhos","tempo-total-azuis"
"4994","red light","15","18","18","5000","765","772","29685","27917"
"4982","red light","15","18","17.5","5000","781","741","27568","25747"
"4992","red light","15","18","18","5000","788","756","29810","30606"
"4995","red light","15","18","18","5000","771","720","29183","22782"
"4996","red light","15","18","18","5000","778","759","27244","28257"
"4997","red light","15","18","18","5000","752","748","28477","29043"
"5002","red light","15","18","18.5","5000","774","774","30873","27883"
"4999","red light","15","18","18","5000","757","784","24834","29464"
"4998","red light","15","18","18","5000","762","743","30563","28367"
"4978","red light","15","18","17","5000","766","707","31540","20713"
"5005","red light","15","18","18.5","5000","781","768","30602","29012"
"5004","red light","15","18","18.5","5000","744","760","27176","27438"
"5006","red light","15","18","18.5","5000","775","781","30162","29382"
"5008","red light","15","18","18.5","5000","779","777","29940","29333"
"5012","red light","15","18","19","5000","781","789","28668","30635"
"4993","red light","15","18","18","5000","761","782","28031","30995"
"5016","red light","15","18","19","5000","772","753","28908","30916"
"5009","red light","15","18","18.5","5000","775","749","28706","29354"
"5011","red light","15","18","19","5000","781","769","30497","31163"
"5010","red light","15","18","18.5","5000","764","785","30502","30164"
"5013","red light","15","18","19","5000","766","769","29979","31443"
"5014","red light","15","18","19","5000","764","784","27925","33814"
"5018","red light","15","18","19","5000","782","758","29230","31032"
"5007","red light","15","18","18.5","5000","772","763","29674","26299"
"5000","red light","15","18","18","5000","768","765","27673","30288"
"5001","red light","15","18","18.5","5000","775","776","32260","32769"
"5017","red light","15","18","19","5000","761","765","28903","29920"
"5019","red light","15","18","19","5000","745","780","27790","28759"
"5003","red light","15","18","18.5","5000","772","788","29471","30397"
"5020","red light","15","18","19","5000","775","779","29138","33634"
"5022","red light","15","18","19.5","5000","777","801","29807","31129"
"5024","red light","15","18","19.5","5000","778","802","29052","31019"
"5025","red light","15","18","19.5","5000","766","793","29439","31053"
"5023","red light","15","18","19.5","5000","742","773","24431","33993"
"5026","red light","15","18","19.5","5000","768","783","27617","31478"
"5027","red light","15","18","19.5","5000","783","780","28606","33035"
"5028","red light","15","18","19.5","5000","756","784","30079","35105"
"5015","red light","15","18","19","5000","792","774","29379","31204"
"5033","red light","15","18","20","5000","766","772","25355","33123"
"5035","red light","15","18","20","5000","792","791","30728","35078"
"5032","red light","15","18","20","5000","782","794","32312","32819"
"5036","red light","15","18","20","5000","766","799","25273","32364"
"5037","red light","15","18","20","5000","759","771","25834","37920"
"5041","red light","15","19","10","5000","795","458","33390","8609"
"5038","red light","15","18","20","5000","768","787","27343","31568"
"5042","red light","15","19","10","5000","785","436","29022","8719"
"5039","red light","15","18","20","5000","748","802","30116","34176"
"5040","red light","15","18","20","5000","796","787","30425","34384"
"5044","red light","15","19","10","5000","779","461","30934","9210"
"5029","red light","15","18","19.5","5000","779","785","27459","35335"
"5021","red light","15","18","19.5","5000","785","784","30681","31369"
"5045","red light","15","19","10","5000","781","468","29039","9566"
"5030","red light","15","18","19.5","5000","767","776","26193","30168"
"5047","red light","15","19","10","5000","780","478","32211","9683"
"5046","red light","15","19","10","5000","780","457","32180","8865"
"5031","red light","15","18","20","5000","776","779","28474","33908"
"5048","red light","15","19","10","5000","807","489","29411","9519"
"5049","red light","15","19","10","5000","776","503","28972","10170"
"5034","red light","15","18","20","5000","746","781","27281","32154"
"5050","red light","15","19","10","5000","788","506","29042","11108"
"5051","red light","15","19","10.5","5000","794","481","29018","9389"
"5052","red light","15","19","10.5","5000","792","455","30356","9035"
"5053","red light","15","19","10.5","5000","788","515","30052","12567"
"5054","red light","15","19","10.5","5000","793","518","32885","11553"
"5043","red light","15","19","10","5000","790","466","32981","9501"
"5057","red light","15","19","10.5","5000","782","495","28473","10482"
"5059","red light","15","19","10.5","5000","777","517","28365","12257"
"5062","red light","15","19","11","5000","752","538","29434","12514"
"5066","red light","15","19","11","5000","776","484","30682","10358"
"5060","red light","15","19","10.5","5000","791","513","31105","11049"
"5063","red light","15","19","11","5000","781","519","30403","11083"
"5065","red light","15","19","11","5000","771","575","30122","13645"
"5067","red light","15","19","11","5000","785","551","30740","12659"
"5068","red light","15","19","11","5000","789","521","27948","10459"
"5071","red light","15","19","11.5","5000","781","561","28614","13251"
"5056","red light","15","19","10.5","5000","795","515","30092","11010"
"5069","red light","15","19","11","5000","792","505","29824","10505"
"5072","red light","15","19","11.5","5000","801","513","32646","11680"
"5058","red light","15","19","10.5","5000","779","518","32125","10944"
"5061","red light","15","19","11","5000","772","532","27606","11661"
"5074","red light","15","19","11.5","5000","767","562","30675","12868"
"5064","red light","15","19","11","5000","777","538","27199","12431"
"5073","red light","15","19","11.5","5000","784","563","30413","13687"
"5075","red light","15","19","11.5","5000","798","568","31705","12569"
"5076","red light","15","19","11.5","5000","796","554","32411","13114"
"5080","red light","15","19","11.5","5000","778","530","29703","11240"
"5070","red light","15","19","11","5000","780","508","32947","10732"
"5055","red light","15","19","10.5","5000","791","509","32493","10435"
"5077","red light","15","19","11.5","5000","766","578","28150","13150"
"5083","red light","15","19","12","5000","787","611","33414","15708"
"5078","red light","15","19","11.5","5000","767","548","33277","12371"
"5082","red light","15","19","12","5000","774","567","28327","15345"
"5086","red light","15","19","12","5000","783","560","32071","13760"
"5079","red light","15","19","11.5","5000","787","548","34630","12705"
"5088","red light","15","19","12","5000","781","539","33598","12670"
"5089","red light","15","19","12","5000","790","574","31941","14150"
"5091","red light","15","19","12.5","5000","788","593","34276","13450"
"5090","red light","15","19","12","5000","753","608","28088","14229"
"5081","red light","15","19","12","5000","779","557","28278","13333"
"5095","red light","15","19","12.5","5000","781","561","29615","13084"
"5094","red light","15","19","12.5","5000","782","585","32728","12877"
"5098","red light","15","19","12.5","5000","787","594","32899","13363"
"5097","red light","15","19","12.5","5000","777","597","28989","13875"
"5099","red light","15","19","12.5","5000","776","588","33353","13201"
"5096","red light","15","19","12.5","5000","809","628","31382","16944"
"5084","red light","15","19","12","5000","767","598","30854","16415"
"5085","red light","15","19","12","5000","783","564","31534","14626"
"5087","red light","15","19","12","5000","776","587","31751","14193"
"5100","red light","15","19","12.5","5000","768","622","30956","14635"
"5102","red light","15","19","13","5000","779","657","32232","17036"
"5105","red light","15","19","13","5000","768","629","31439","14508"
"5103","red light","15","19","13","5000","775","602","32752","13087"
"5092","red light","15","19","12.5","5000","777","596","29402","14893"
"5107","red light","15","19","13","5000","769","618","29635","14621"
"5106","red light","15","19","13","5000","774","616","31585","15354"
"5101","red light","15","19","13","5000","776","591","32927","13745"
"5108","red light","15","19","13","5000","811","590","29388","15059"
"5109","red light","15","19","13","5000","785","613","33567","13984"
"5093","red light","15","19","12.5","5000","777","646","32794","15220"
"5110","red light","15","19","13","5000","772","620","30239","17233"
"5116","red light","15","19","13.5","5000","768","626","26696","15536"
"5115","red light","15","19","13.5","5000","780","659","31337","16769"
"5119","red light","15","19","13.5","5000","786","620","30096","16225"
"5114","red light","15","19","13.5","5000","773","640","26552","17044"
"5104","red light","15","19","13","5000","792","589","32952","14957"
"5117","red light","15","19","13.5","5000","771","656","29984","16568"
"5121","red light","15","19","14","5000","788","628","29617","14920"
"5120","red light","15","19","13.5","5000","771","651","28586","17781"
"5122","red light","15","19","14","5000","792","675","32956","19011"
"5111","red light","15","19","13.5","5000","787","640","31314","16479"
"5126","red light","15","19","14","5000","773","622","28235","15173"
"5113","red light","15","19","13.5","5000","789","633","30410","15501"
"5123","red light","15","19","14","5000","788","654","29157","16601"
"5127","red light","15","19","14","5000","796","676","33455","19644"
"5112","red light","15","19","13.5","5000","796","667","31988","19152"
"5128","red light","15","19","14","5000","766","636","29295","16917"
"5125","red light","15","19","14","5000","785","649","29964","17036"
"5129","red light","15","19","14","5000","789","606","29121","16387"
"5118","red light","15","19","13.5","5000","777","612","32657","15056"
"5131","red light","15","19","14.5","5000","775","675","30171","17583"
"5132","red light","15","19","14.5","5000","764","660","30329","18828"
"5134","red light","15","19","14.5","5000","777","634","31472","15941"
"5133","red light","15","19","14.5","5000","769","657","30069","18529"
"5136","red light","15","19","14.5","5000","779","694","30720","21215"
"5139","red light","15","19","14.5","5000","802","655","31565","16087"
"5138","red light","15","19","14.5","5000","785","684","30825","19728"
"5124","red light","15","19","14","5000","791","668","29735","18229"
"5141","red light","15","19","15","5000","780","687","30285","22599"
"5143","red light","15","19","15","5000","772","680","30822","19991"
"5142","red light","15","19","15","5000","787","645","31442","17505"
"5130","red light","15","19","14","5000","777","648","33206","17195"
